2025-09-19T10:01:02Z | INFO | Starting Telegram bot...
2025-09-19T10:01:58Z | INFO | Starting Telegram bot...
2025-09-19T14:24:35Z | INFO | Starting Telegram bot...
2025-09-19T14:27:06Z | INFO | Starting Telegram bot...
2025-09-19T14:34:30Z | INFO | Starting Telegram bot...
2025-09-19T14:37:52Z | INFO | Starting Telegram bot...
2025-09-19T14:41:19Z | INFO | Starting Telegram bot...
2025-09-19T14:55:30Z | INFO | Starting Telegram bot...
2025-09-19T15:03:17Z | INFO | Starting Telegram bot...
