2025-09-13T13:54:37Z | INFO | Starting Telegram bot...
2025-09-13T13:55:15Z | INFO | Starting Telegram bot...
2025-09-13T14:34:45Z | INFO | Starting Telegram bot...
2025-09-13T14:37:32Z | INFO | Starting Telegram bot...
2025-09-13T14:51:33Z | INFO | Starting Telegram bot...
2025-09-13T15:19:17Z | INFO | Starting Telegram bot...
2025-09-13T15:19:17Z | INFO | Starting Telegram bot...
2025-09-13T15:21:17Z | INFO | Starting Telegram bot...
2025-09-13T15:23:10Z | INFO | Starting Telegram bot...
2025-09-13T15:30:34Z | INFO | Starting Telegram bot...
2025-09-13T16:13:38Z | INFO | Starting Telegram bot...
2025-09-13T16:33:20Z | INFO | Starting Telegram bot...
2025-09-13T16:34:07Z | INFO | Starting Telegram bot...
2025-09-13T17:20:44Z | INFO | Starting Telegram bot...
2025-09-13T17:22:49Z | INFO | Starting Telegram bot...
2025-09-13T17:28:51Z | INFO | Starting Telegram bot...
2025-09-13T17:29:41Z | INFO | Starting Telegram bot...
2025-09-13T17:53:05Z | INFO | Starting Telegram bot...
2025-09-13T18:05:11Z | INFO | Starting Telegram bot...
2025-09-13T18:35:00Z | INFO | Starting Telegram bot...
